Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGP,3P,3PA,3PP,2P,2PA,2PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,Zach Norvell,SG,22,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2020,Zach Norvell,SG,22,GSW,3,0,12.0,1.0,3.7,.273,1.0,2.7,.375,0.0,1.0,.000,.409,0.3,0.3,1.000,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3
2020,Jaylen Nowell,SG,20,MIN,9,0,11.3,1.6,4.3,.359,0.3,2.2,.150,1.2,2.1,.579,.397,1.0,1.1,.900,0.2,0.8,1.0,1.2,0.0,0.1,0.3,0.7,4.4
2020,Frank Ntilikina,PG,21,NYK,49,25,20.6,2.1,5.6,.382,0.7,2.3,.304,1.4,3.3,.436,.444,0.8,0.9,.864,0.4,1.8,2.2,3.0,0.9,0.3,1.3,2.5,5.8
2020,Kendrick Nunn,SG,24,MIA,51,51,30.0,6.1,13.8,.439,1.9,5.7,.341,4.1,8.2,.507,.509,1.2,1.5,.829,0.3,2.5,2.7,3.5,0.9,0.2,1.7,2.2,15.3
2020,David Nwaba,SF,27,BRK,20,0,13.4,1.9,3.6,.521,0.6,1.4,.429,1.3,2.2,.581,.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
2020,Royce O'Neale,PF,26,UTA,54,47,29.2,2.1,4.7,.445,1.2,3.0,.407,0.9,1.7,.511,.574,0.4,0.5,.828,0.4,4.8,5.2,2.5,0.7,0.4,0.9,2.9,5.9
2020,Kyle O'Quinn,C,29,PHI,22,1,10.0,1.5,2.9,.500,0.3,1.0,.333,1.1,2.0,.581,.555,0.2,0.5,.455,1.2,2.5,3.7,1.5,0.2,0.8,0.8,1.3,3.5
2020,Semi Ojeleye,PF,25,BOS,51,4,14.9,1.0,2.5,.395,0.5,1.6,.350,0.5,1.0,.469,.504,0.5,0.5,.889,0.4,1.5,1.9,0.5,0.4,0.1,0.2,1.1,3.0
2020,Jahlil Okafor,C,24,NOP,27,9,15.6,3.3,5.3,.611,0.0,0.1,.500,3.2,5.3,.613,.615,1.4,2.1,.638,1.7,2.6,4.3,1.3,0.3,0.7,1.3,2.3,7.9
2020,Elie Okobo,PG,22,PHO,45,3,13.5,1.4,3.5,.401,0.5,1.4,.359,0.9,2.1,.430,.475,0.9,1.4,.672,0.3,1.3,1.6,2.2,0.5,0.1,0.6,1.0,4.2
2020,Josh Okogie,SG,21,MIN,51,17,24.4,2.7,6.6,.412,0.6,2.6,.250,2.1,4.0,.517,.461,2.5,3.2,.791,1.4,3.0,4.4,1.6,1.1,0.4,1.5,2.1,8.6
2020,KZ Okpala,SF,20,MIA,5,0,5.2,0.6,1.0,.600,0.0,0.2,.000,0.6,0.8,.750,.600,0.2,0.4,.500,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4
2020,Victor Oladipo,SG,27,IND,7,4,25.0,4.0,12.1,.329,1.4,5.9,.244,2.6,6.3,.409,.388,1.7,2.1,.800,0.9,1.1,2.0,2.9,0.6,0.1,1.7,1.3,11.1
2020,Kelly Olynyk,C,28,MIA,48,3,19.5,2.5,5.6,.453,1.3,3.2,.387,1.3,2.3,.545,.566,1.3,1.4,.870,0.7,3.9,4.6,1.5,0.6,0.3,1.1,2.4,7.5
2020,Miye Oni,SG,22,UTA,3,0,2.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0
2020,Cedi Osman,SF,24,CLE,54,54,28.9,4.1,9.2,.442,1.8,4.8,.382,2.2,4.4,.508,.542,0.8,1.3,.643,0.5,2.9,3.4,2.3,0.8,0.3,1.4,2.4,10.8
2020,Kelly Oubre,SF,24,PHO,53,52,34.4,6.7,14.7,.455,2.0,5.6,.359,4.7,9.2,.512,.522,3.5,4.5,.789,1.2,5.4,6.6,1.5,1.2,0.7,1.5,3.4,18.9
2020,Tariq Owens,PF,24,PHO,3,0,5.0,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,0.7,0.7,1.000,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3
2020,Jeremy Pargo,PG,33,GSW,3,0,14.7,3.7,7.3,.500,1.0,2.3,.429,2.7,5.0,.533,.568,0.0,0.3,.000,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3
2020,Jabari Parker,PF,24,ATL,32,23,26.2,6.2,12.3,.504,1.0,3.6,.270,5.2,8.7,.601,.543,1.7,2.3,.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0
2020,Chandler Parsons,SF,31,ATL,5,0,10.8,1.0,3.6,.278,0.8,2.8,.286,0.2,0.8,.250,.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8
2020,Eric Paschall,PF,23,GSW,50,24,26.7,5.1,10.5,.482,0.6,2.1,.282,4.5,8.4,.531,.510,2.5,3.3,.774,1.4,3.3,4.7,1.7,0.6,0.2,1.5,2.1,13.2
2020,Anžejs Pasečņiks,C,24,WAS,20,0,18.5,2.7,5.1,.529,0.0,0.1,.000,2.7,5.0,.540,.529,1.6,2.5,.620,1.9,2.9,4.7,0.9,0.4,0.5,1.1,2.9,7.0
2020,Patrick Patterson,PF,30,LAC,45,18,12.8,1.6,4.0,.399,1.1,3.0,.373,0.5,1.0,.477,.539,0.6,0.8,.794,0.6,2.0,2.6,0.6,0.1,0.1,0.3,0.9,4.9
2020,Justin Patton,C,22,OKC,5,0,4.8,0.8,2.0,.400,0.2,0.8,.250,0.6,1.2,.500,.450,0.0,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8
2020,Chris Paul,PG,34,OKC,54,54,31.8,6.1,12.6,.485,1.6,4.5,.362,4.5,8.1,.553,.549,3.6,4.0,.898,0.4,4.7,5.0,6.7,1.6,0.1,2.1,2.3,17.4
2020,Elfrid Payton,PG,25,NYK,36,27,27.4,4.3,9.9,.430,0.4,1.6,.237,3.9,8.3,.468,.449,0.8,1.6,.536,1.2,3.5,4.7,6.9,1.7,0.4,2.0,2.1,9.7
2020,Gary Payton,PG,27,WAS,23,17,17.7,1.9,4.7,.411,0.5,1.7,.300,1.4,2.9,.478,.467,0.2,0.3,.500,1.1,2.1,3.2,2.0,1.4,0.3,0.8,2.1,4.5
2020,Norvel Pelle,C,26,PHI,16,0,10.3,1.1,1.8,.586,0.0,0.0,,1.1,1.8,.586,.586,0.4,0.8,.500,0.9,2.5,3.4,0.4,0.1,1.4,0.8,2.2,2.5
2020,Theo Pinson,SG,24,BRK,28,0,12.2,1.6,5.4,.293,0.5,2.8,.195,1.0,2.6,.397,.343,0.5,0.6,.938,0.4,1.4,1.7,1.9,0.5,0.1,1.1,1.2,4.2
2020,Mason Plumlee,C,29,DEN,43,1,17.4,3.0,4.9,.605,0.0,0.1,.000,3.0,4.8,.617,.605,1.5,2.7,.553,1.8,3.7,5.6,2.4,0.5,0.6,1.5,2.2,7.4
2020,Vincent Poirier,C,26,BOS,18,0,6.0,0.8,1.7,.467,0.1,0.1,.500,0.7,1.6,.464,.483,0.3,0.4,.857,0.5,1.3,1.8,0.4,0.1,0.3,0.3,1.2,1.9
2020,Jakob Pöltl,C,24,SAS,54,9,17.1,2.4,3.8,.626,0.0,0.0,,2.4,3.8,.626,.626,0.6,1.3,.500,1.8,3.6,5.5,1.8,0.5,1.5,0.8,1.7,5.4
2020,Shamorie Ponds,PG,21,TOR,4,0,2.8,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.5,0.5,1.000,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3
2020,Jordan Poole,SG,20,GSW,48,10,21.5,2.5,8.5,.295,1.2,4.6,.265,1.3,3.9,.330,.366,1.6,1.9,.839,0.1,1.9,2.0,2.0,0.6,0.2,1.0,1.6,7.8
2020,Kevin Porter,SF,19,CLE,42,2,22.7,3.7,8.1,.459,1.0,3.0,.347,2.7,5.2,.523,.522,1.3,1.8,.711,0.4,2.8,3.2,2.0,0.9,0.2,1.9,2.7,9.8
2020,Michael Porter,PF,21,DEN,39,1,14.3,3.1,6.1,.508,1.0,2.3,.432,2.1,3.8,.553,.588,0.8,1.0,.795,1.1,3.3,4.4,0.7,0.4,0.5,0.8,1.7,8.0
2020,Otto Porter,SF,26,CHI,9,9,25.1,3.9,9.3,.417,1.8,4.4,.400,2.1,4.9,.432,.512,1.7,2.2,.750,0.9,2.6,3.4,1.6,1.0,0.3,0.8,2.2,11.2
2020,Bobby Portis,C,24,NYK,55,4,20.8,3.7,8.6,.431,1.0,2.9,.348,2.7,5.7,.473,.489,1.0,1.4,.747,1.4,3.9,5.3,1.6,0.5,0.2,1.1,1.7,9.4
2020,Kristaps Porziņģis,PF,24,DAL,42,42,30.5,6.3,15.2,.416,2.3,6.6,.350,4.0,8.6,.467,.492,3.5,4.5,.775,1.6,7.5,9.1,1.5,0.7,1.9,1.7,3.1,18.4
2020,Dwight Powell,C,28,DAL,40,37,26.5,3.7,5.7,.638,0.3,1.0,.256,3.4,4.8,.716,.659,1.9,2.8,.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4
2020,Norman Powell,SG,26,TOR,38,17,28.2,5.5,11.1,.498,2.0,5.1,.401,3.5,6.1,.578,.589,2.2,2.6,.840,0.6,3.3,3.9,1.7,1.3,0.4,1.5,2.0,15.3
2020,Julius Randle,PF,25,NYK,53,53,32.8,7.2,15.9,.455,1.0,3.9,.264,6.2,12.0,.517,.488,3.8,5.3,.712,2.3,7.3,9.6,3.2,0.8,0.3,3.1,2.8,19.3
2020,Josh Reaves,SG,22,DAL,2,0,0.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Cam Reddish,SF,20,ATL,48,31,26.0,3.2,9.0,.353,1.3,4.1,.316,1.9,5.0,.382,.424,1.6,2.1,.788,0.6,3.1,3.7,1.5,1.0,0.5,1.6,2.3,9.3
2020,J.J. Redick,SG,35,NOP,50,35,27.2,4.9,10.7,.454,3.0,6.6,.458,1.8,4.1,.449,.596,2.9,3.2,.900,0.2,2.5,2.6,2.0,0.4,0.2,1.2,1.6,15.7
2020,Naz Reid,C,20,MIN,19,0,11.4,2.7,6.4,.418,1.2,3.2,.361,1.5,3.2,.475,.508,0.8,1.1,.762,0.7,2.0,2.7,0.7,0.3,0.5,0.6,2.3,7.4
2020,Josh Richardson,SG,26,PHI,41,39,30.8,5.4,12.3,.437,1.6,4.6,.339,3.8,7.7,.497,.501,2.3,2.9,.795,0.8,2.4,3.2,3.2,0.9,0.6,2.1,2.6,14.6
2020,Austin Rivers,SG,27,HOU,50,4,23.6,3.0,7.4,.412,1.3,4.0,.337,1.7,3.4,.500,.503,1.1,1.5,.688,0.4,2.1,2.4,1.5,0.7,0.2,0.6,1.8,8.5
2020,Duncan Robinson,SF,25,MIA,54,49,29.1,4.2,9.1,.457,3.5,8.1,.438,0.6,1.0,.607,.651,0.7,0.8,.889,0.1,3.1,3.2,1.4,0.5,0.2,0.8,2.9,12.6
2020,Glenn Robinson,SF,26,TOT,50,48,30.8,5.0,10.4,.486,1.4,3.4,.395,3.7,6.9,.530,.551,1.3,1.5,.851,1.3,3.2,4.6,1.7,0.9,0.3,1.0,1.7,12.7
2020,Glenn Robinson,SF,26,GSW,48,48,31.6,5.1,10.6,.481,1.4,3.5,.400,3.7,7.0,.522,.548,1.3,1.5,.851,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9
2020,Glenn Robinson,SF,26,PHI,2,0,12.5,4.0,6.0,.667,0.0,1.0,.000,4.0,5.0,.800,.667,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,8.0
2020,Jerome Robinson,SG,22,TOT,45,1,11.8,1.1,3.4,.338,0.5,1.7,.293,0.6,1.7,.382,.411,0.3,0.5,.571,0.1,1.5,1.6,1.1,0.3,0.2,0.6,1.4,3.0
2020,Jerome Robinson,SG,22,LAC,42,1,11.3,1.1,3.2,.338,0.5,1.6,.284,0.6,1.6,.391,.408,0.3,0.5,.579,0.1,1.3,1.4,1.1,0.3,0.2,0.6,1.3,2.9
2020,Jerome Robinson,SG,22,WAS,3,0,18.3,1.7,5.0,.333,1.0,2.7,.375,0.7,2.3,.286,.433,0.3,0.7,.500,0.0,4.3,4.3,1.3,0.3,0.0,0.7,2.3,4.7
2020,Justin Robinson,PG,22,WAS,9,0,5.4,0.6,1.3,.417,0.3,0.6,.600,0.2,0.8,.286,.542,0.0,0.0,,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4
2020,Mitchell Robinson,C,21,NYK,51,7,22.6,3.9,5.4,.730,0.0,0.0,,3.9,5.4,.730,.730,1.3,2.3,.581,2.9,3.8,6.7,0.5,0.9,1.8,0.6,3.3,9.2
2020,Isaiah Roby,SF,21,OKC,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Rajon Rondo,PG,33,LAL,38,2,21.0,3.1,7.2,.429,1.0,2.8,.352,2.1,4.4,.476,.496,0.6,0.9,.727,0.5,2.9,3.3,5.3,0.8,0.1,2.0,1.3,7.8
2020,Derrick Rose,PG,31,DET,45,10,26.2,7.4,15.1,.490,0.9,3.0,.306,6.5,12.1,.536,.521,2.4,2.8,.859,0.5,1.9,2.5,5.8,0.8,0.3,2.5,1.0,18.2
2020,Terrence Ross,SG,28,ORL,53,0,26.8,4.5,11.8,.387,2.2,6.9,.322,2.3,4.8,.480,.482,2.0,2.4,.837,0.2,2.8,3.0,1.1,1.1,0.4,1.0,1.4,13.4
2020,Terry Rozier,PG,25,CHO,53,53,34.2,6.2,14.9,.418,2.6,6.8,.385,3.6,8.2,.445,.505,2.7,3.2,.868,0.8,3.7,4.5,4.1,1.0,0.2,2.4,2.1,17.8
2020,Ricky Rubio,PG,29,PHO,47,47,31.3,4.3,10.7,.401,1.1,3.2,.338,3.2,7.5,.428,.451,2.6,3.1,.829,0.7,3.7,4.4,8.6,1.4,0.2,2.6,2.5,12.3
2020,D'Angelo Russell,PG,23,TOT,35,35,32.2,8.3,19.1,.431,3.7,9.7,.379,4.6,9.5,.485,.527,3.5,4.3,.796,0.4,3.2,3.7,6.3,1.0,0.3,3.1,2.0,23.6
2020,D'Angelo Russell,PG,23,GSW,33,33,32.1,8.3,19.2,.430,3.6,9.7,.374,4.6,9.5,.487,.524,3.4,4.4,.785,0.4,3.3,3.7,6.2,0.9,0.3,3.1,1.9,23.6
2020,D'Angelo Russell,PG,23,MIN,2,2,33.5,8.0,17.5,.457,4.0,8.5,.471,4.0,9.0,.444,.571,4.0,4.0,1.000,0.5,2.5,3.0,8.0,1.5,0.5,4.5,2.5,24.0
2020,Domantas Sabonis,C,23,IND,52,52,34.6,7.3,13.5,.541,0.3,1.1,.224,7.0,12.4,.569,.550,3.4,4.7,.727,3.0,9.4,12.5,4.8,0.7,0.5,2.7,3.3,18.3
2020,JaKarr Sampson,SF,26,IND,18,10,13.8,1.9,3.3,.593,0.1,0.6,.182,1.8,2.7,.688,.610,0.2,0.6,.400,0.6,1.8,2.4,0.2,0.3,0.4,0.3,1.7,4.2
2020,Dario Šarić,PF,25,PHO,48,43,24.8,3.6,8.1,.442,1.2,3.9,.314,2.4,4.3,.558,.517,1.2,1.4,.853,1.5,4.5,6.0,1.9,0.6,0.3,1.2,2.2,9.6
2020,Tomáš Satoranský,PG,28,CHI,55,55,28.6,3.7,8.4,.445,1.1,3.1,.341,2.7,5.3,.507,.509,1.7,1.9,.887,1.0,2.6,3.7,5.3,1.3,0.1,1.9,2.0,10.3
2020,Admiral Schofield,SF,22,WAS,26,2,11.2,1.2,2.9,.400,0.5,1.8,.298,0.6,1.1,.571,.493,0.3,0.5,.692,0.2,1.1,1.3,0.5,0.3,0.1,0.3,1.6,3.2
2020,Dennis Schröder,PG,26,OKC,54,1,31.2,7.2,15.2,.472,2.0,5.2,.387,5.2,10.0,.517,.538,2.9,3.4,.844,0.3,3.5,3.8,4.0,0.6,0.2,2.6,2.2,19.3
2020,Mike Scott,PF,31,PHI,55,7,17.2,2.0,5.0,.396,1.1,3.3,.341,0.9,1.7,.500,.507,0.4,0.5,.889,0.8,2.6,3.4,0.6,0.3,0.1,0.4,1.2,5.5
2020,Thabo Sefolosha,PF,35,HOU,38,0,10.8,1.0,2.2,.435,0.4,1.3,.294,0.6,0.9,.647,.524,0.0,0.2,.167,0.6,1.8,2.4,0.6,0.5,0.3,0.4,1.1,2.4
2020,Collin Sexton,SG,21,CLE,54,54,32.2,7.6,16.5,.460,1.3,3.6,.365,6.3,12.9,.487,.501,3.3,3.8,.859,1.0,2.2,3.2,2.7,1.0,0.1,2.2,2.1,19.8
2020,Landry Shamet,SG,22,LAC,38,26,29.2,3.5,8.0,.436,2.5,6.0,.410,1.0,1.9,.514,.591,1.2,1.3,.918,0.1,2.0,2.1,1.8,0.4,0.2,0.8,3.0,10.6
2020,Marial Shayok,SG,24,PHI,2,0,5.0,0.5,2.5,.200,0.5,1.5,.333,0.0,1.0,.000,.300,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.5
2020,Iman Shumpert,SG,29,BRK,13,0,18.5,1.6,4.9,.328,0.6,2.5,.242,1.0,2.4,.419,.391,0.3,0.5,.571,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2
2020,Pascal Siakam,PF,25,TOR,44,44,35.0,8.8,19.1,.458,2.1,5.8,.362,6.6,13.3,.500,.513,3.9,4.8,.802,1.2,6.4,7.5,3.5,1.0,0.9,2.4,2.8,23.5
2020,Chris Silva,PF,23,MIA,37,0,7.8,1.1,1.8,.631,0.0,0.1,.000,1.1,1.7,.651,.631,0.8,1.2,.689,1.4,1.4,2.8,0.5,0.2,0.5,0.8,2.0,3.1
2020,Ben Simmons,PG,23,PHI,53,53,36.3,6.8,11.6,.584,0.0,0.1,.333,6.7,11.5,.586,.585,3.3,5.3,.628,2.0,5.9,7.9,8.3,2.2,0.6,3.6,3.3,16.9
2020,Anfernee Simons,SG,20,POR,55,4,22.2,3.4,8.2,.415,1.2,3.4,.340,2.2,4.8,.468,.486,1.2,1.4,.821,0.4,2.1,2.5,1.5,0.3,0.2,1.0,2.0,9.1
2020,Alen Smailagić,PF,19,GSW,12,0,9.8,1.6,3.0,.528,0.3,0.9,.273,1.3,2.1,.640,.569,1.3,1.5,.833,0.7,1.3,2.0,0.8,0.2,0.3,0.8,1.0,4.7
2020,Marcus Smart,SG,25,BOS,43,29,31.6,4.2,11.0,.383,2.3,6.5,.353,1.9,4.5,.428,.487,1.8,2.2,.832,0.7,2.9,3.6,4.7,1.6,0.5,1.6,2.6,12.5
2020,Dennis Smith,PG,22,NYK,30,2,15.5,2.0,5.9,.341,0.5,1.6,.292,1.5,4.3,.359,.381,0.7,1.5,.478,0.6,1.7,2.3,2.8,0.6,0.3,1.7,1.9,5.2
2020,Ish Smith,PG,31,WAS,53,16,26.4,4.5,9.9,.458,0.9,2.5,.356,3.6,7.3,.494,.504,0.8,1.2,.672,0.5,2.7,3.2,4.7,0.8,0.4,1.3,1.4,10.8
2020,Zhaire Smith,SG,20,PHI,7,0,4.6,0.4,1.6,.273,0.0,0.4,.000,0.4,1.1,.375,.273,0.3,0.6,.500,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1
2020,Tony Snell,SF,28,DET,50,48,27.5,2.9,6.5,.451,1.8,4.4,.412,1.1,2.1,.533,.590,0.4,0.4,1.000,0.1,1.6,1.8,1.9,0.5,0.2,0.5,1.6,8.1
2020,Omari Spellman,PF,22,GSW,49,3,18.1,2.6,6.0,.431,0.9,2.2,.391,1.7,3.8,.454,.503,1.5,1.9,.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6
2020,Max Strus,SG,23,CHI,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5
2020,Edmond Sumner,PG,24,IND,20,2,13.4,1.8,4.0,.438,0.4,1.3,.308,1.4,2.7,.500,.488,0.4,0.7,.615,0.4,1.1,1.5,1.4,0.7,0.3,0.8,1.4,4.3
2020,Caleb Swanigan,PF,22,TOT,18,1,11.1,1.0,2.0,.500,0.0,0.1,.000,1.0,1.9,.529,.500,0.2,0.6,.400,1.2,2.6,3.8,0.9,0.1,0.3,1.3,2.2,2.2
2020,Caleb Swanigan,PF,22,SAC,7,0,3.3,0.3,0.6,.500,0.0,0.0,,0.3,0.6,.500,.500,0.1,0.3,.500,0.3,0.7,1.0,0.3,0.1,0.3,0.9,1.1,0.7
2020,Caleb Swanigan,PF,22,POR,11,1,16.0,1.5,2.9,.500,0.0,0.2,.000,1.5,2.7,.533,.500,0.3,0.7,.375,1.7,3.8,5.5,1.3,0.1,0.4,1.5,2.9,3.2
2020,Jayson Tatum,PF,21,BOS,50,50,34.1,8.1,18.3,.443,2.6,6.9,.382,5.5,11.5,.480,.515,3.6,4.4,.813,1.0,5.9,6.9,2.9,1.4,0.9,2.2,2.1,22.4
2020,Jeff Teague,PG,31,TOT,48,16,26.1,3.7,8.6,.432,0.8,2.1,.370,3.0,6.5,.452,.477,3.1,3.6,.871,0.4,2.1,2.5,5.7,0.8,0.3,2.1,1.9,11.3
2020,Jeff Teague,PG,31,MIN,34,13,27.8,4.3,9.5,.448,1.0,2.6,.379,3.3,7.0,.473,.498,3.7,4.2,.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2
2020,Jeff Teague,PG,31,ATL,14,3,21.9,2.4,6.4,.378,0.3,0.9,.308,2.1,5.5,.390,.400,1.7,1.9,.889,0.4,1.9,2.3,4.8,1.0,0.2,1.7,1.5,6.9
2020,Garrett Temple,SG,33,BRK,48,31,28.2,3.6,9.5,.375,2.0,6.3,.326,1.5,3.2,.471,.482,1.0,1.4,.754,0.5,2.8,3.3,2.5,0.8,0.4,1.1,1.8,10.2
2020,Daniel Theis,C,27,BOS,48,47,22.9,3.4,6.2,.547,0.4,1.4,.308,3.0,4.8,.615,.581,1.2,1.6,.718,2.1,4.1,6.2,1.6,0.7,1.4,0.8,3.4,8.3
2020,Isaiah Thomas,PG,30,WAS,40,37,23.1,4.4,10.7,.408,2.0,4.7,.413,2.4,5.9,.405,.500,1.6,1.9,.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2
2020,Khyri Thomas,SG,23,DET,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2020,Matt Thomas,SG,25,TOR,24,0,10.4,1.6,3.3,.488,1.1,2.3,.481,0.5,1.1,.500,.650,0.2,0.3,.714,0.2,1.2,1.4,0.5,0.3,0.0,0.3,0.9,4.5
2020,Tristan Thompson,C,28,CLE,50,48,30.6,5.1,9.9,.512,0.1,0.3,.500,4.9,9.6,.513,.519,1.8,2.9,.639,4.1,6.2,10.3,2.1,0.6,0.9,1.9,2.2,12.1
2020,Matisse Thybulle,SG,22,PHI,47,10,20.3,1.7,4.2,.408,1.0,2.7,.373,0.7,1.5,.471,.528,0.5,0.8,.649,0.5,1.0,1.6,1.2,1.4,0.9,0.9,2.3,4.9
2020,Anthony Tolliver,PF,34,TOT,42,9,15.1,1.1,3.2,.343,0.8,2.5,.308,0.3,0.7,.467,.463,0.3,0.5,.667,0.7,2.2,2.9,0.8,0.3,0.2,0.6,1.4,3.3
2020,Anthony Tolliver,PF,34,POR,33,9,16.8,1.3,3.5,.368,0.9,2.7,.337,0.4,0.8,.464,.496,0.4,0.6,.684,0.8,2.5,3.3,0.9,0.2,0.3,0.6,1.6,3.9
2020,Anthony Tolliver,PF,34,SAC,9,0,9.1,0.3,1.9,.176,0.2,1.7,.133,0.1,0.2,.500,.235,0.1,0.2,.500,0.2,1.0,1.2,0.3,0.4,0.1,0.4,0.7,1.0
2020,Juan Toscano-Anderson,SF,26,GSW,3,0,15.7,1.7,3.3,.500,0.7,0.7,1.000,1.0,2.7,.375,.600,0.0,0.0,,0.0,2.3,2.3,1.0,1.0,0.0,1.0,1.0,4.0
2020,Karl-Anthony Towns,C,24,MIN,35,35,33.9,9.0,17.8,.508,3.3,7.9,.412,5.8,9.9,.586,.600,5.1,6.5,.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
2020,Gary Trent,SG,21,POR,43,2,17.8,2.5,5.7,.429,1.5,3.6,.404,1.0,2.1,.473,.557,0.4,0.5,.905,0.4,1.1,1.5,0.9,0.7,0.2,0.3,1.3,6.8
2020,Allonzo Trier,PG,24,NYK,20,1,12.3,1.9,4.3,.435,0.8,2.3,.326,1.1,2.0,.564,.524,1.6,2.0,.795,0.2,1.1,1.3,1.2,0.1,0.2,1.0,1.2,6.0
2020,P.J. Tucker,PF,34,HOU,54,54,34.9,2.6,6.0,.435,1.5,4.0,.364,1.1,2.0,.579,.557,0.7,0.8,.841,1.5,5.4,7.0,1.6,1.2,0.4,1.1,3.4,7.4
2020,Rayjon Tucker,SG,22,UTA,12,0,6.2,0.7,1.6,.421,0.0,0.5,.000,0.7,1.1,.615,.421,0.3,0.4,.600,0.2,0.8,0.9,0.2,0.1,0.0,0.3,0.6,1.6
2020,Evan Turner,PG,31,ATL,19,0,13.2,1.3,3.5,.373,0.0,0.3,.000,1.3,3.3,.403,.373,0.6,0.7,.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3
2020,Myles Turner,C,23,IND,45,45,29.1,4.2,9.3,.451,1.4,4.2,.344,2.7,5.1,.539,.529,2.1,2.7,.764,1.2,5.0,6.1,1.2,0.7,1.9,1.3,2.5,11.9
2020,Jonas Valančiūnas,C,27,MEM,51,51,26.0,6.3,10.7,.587,0.5,1.4,.375,5.7,9.3,.619,.612,1.8,2.5,.722,2.8,7.7,10.5,1.9,0.4,1.2,1.8,2.7,14.9
2020,Denzel Valentine,SF,26,CHI,30,0,12.2,2.2,5.5,.402,1.2,3.4,.356,1.0,2.1,.476,.512,0.2,0.2,1.000,0.1,1.8,1.9,1.1,0.7,0.2,0.7,1.3,5.8
2020,Jarred Vanderbilt,SF-PF,20,TOT,11,0,4.2,0.5,0.7,.625,0.0,0.1,.000,0.5,0.6,.714,.625,0.2,0.2,1.000,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1
2020,Jarred Vanderbilt,SF,20,DEN,9,0,4.6,0.6,0.8,.714,0.0,0.0,,0.6,0.8,.714,.714,0.0,0.0,,0.3,0.6,0.9,0.2,0.3,0.1,0.8,0.7,1.1
2020,Jarred Vanderbilt,PF,20,MIN,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
2020,Fred VanVleet,PG,25,TOR,45,45,36.0,6.1,14.7,.412,2.8,7.0,.396,3.3,7.8,.427,.506,3.1,3.7,.842,0.4,3.3,3.7,6.8,1.9,0.3,2.3,2.3,18.0
