Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGP,3P,3PA,3PP,2P,2PA,2PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,Ty Jerome,PG,22,PHO,21,0,11.8,1.5,4.0,.376,0.5,1.7,.314,1.0,2.4,.420,.441,0.4,0.6,.750,0.3,1.4,1.7,1.8,0.7,0.1,0.7,1.1,4.0
2020,Alize Johnson,SF,23,IND,11,0,4.2,0.6,1.3,.500,0.0,0.0,,0.6,1.3,.500,.500,0.4,0.5,.667,0.5,0.8,1.4,0.2,0.0,0.0,0.1,0.5,1.6
2020,B.J. Johnson,SF,24,ORL,8,0,5.8,0.6,2.3,.278,0.1,0.8,.167,0.5,1.5,.333,.306,0.3,0.3,1.000,0.1,0.6,0.8,0.3,0.3,0.0,0.4,0.0,1.6
2020,Cameron Johnson,PF,23,PHO,42,1,19.8,2.6,6.4,.411,1.7,4.5,.390,0.9,2.0,.458,.546,0.7,1.0,.750,0.9,2.0,2.9,1.1,0.6,0.3,0.6,1.4,7.7
2020,James Johnson,PF,32,TOT,21,1,17.2,2.3,5.2,.450,1.0,2.6,.382,1.3,2.6,.519,.546,0.5,1.0,.550,0.6,2.6,3.2,1.6,0.6,0.8,1.1,2.1,6.2
2020,James Johnson,PF,32,MIA,18,0,15.6,2.2,4.8,.448,0.9,2.5,.356,1.3,2.3,.548,.540,0.4,0.8,.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7
2020,James Johnson,PF,32,MIN,3,1,26.7,3.3,7.3,.455,1.7,3.3,.500,1.7,4.0,.417,.568,1.0,2.0,.500,1.3,3.7,5.0,4.3,2.0,1.3,3.0,3.3,9.3
2020,Keldon Johnson,SF,20,SAS,4,0,3.0,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0
2020,Stanley Johnson,PF,23,TOR,17,0,4.9,0.5,1.6,.286,0.1,0.7,.167,0.4,0.9,.375,.321,0.2,0.2,.750,0.2,0.9,1.1,0.4,0.2,0.1,0.5,0.5,1.2
2020,Tyler Johnson,SG,27,PHO,31,3,16.6,2.1,5.5,.380,0.8,2.7,.289,1.3,2.8,.466,.450,0.8,1.0,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7
2020,Nikola Jokić,C,24,DEN,55,55,32.5,8.0,15.4,.518,1.2,3.8,.329,6.8,11.7,.579,.558,3.4,4.2,.810,2.4,7.8,10.2,6.9,1.2,0.7,3.0,3.1,20.6
2020,Damian Jones,C,24,ATL,51,27,16.7,2.3,3.4,.686,0.0,0.2,.250,2.3,3.2,.707,.692,1.2,1.6,.738,1.4,2.4,3.8,0.6,0.5,0.7,0.5,2.7,5.9
2020,Derrick Jones,SF,22,MIA,40,6,24.7,3.1,6.2,.494,0.7,2.5,.286,2.4,3.8,.629,.550,1.9,2.4,.779,1.0,3.2,4.2,0.9,1.0,0.7,0.6,2.2,8.7
2020,Tyus Jones,PG,23,MEM,54,6,18.9,2.9,6.2,.468,0.6,1.6,.386,2.3,4.5,.498,.520,0.5,0.7,.778,0.1,1.4,1.6,4.5,0.9,0.1,0.9,0.6,6.9
2020,DeAndre Jordan,C,31,BRK,45,4,21.3,3.3,5.0,.670,0.0,0.0,,3.3,5.0,.670,.670,1.4,2.0,.696,2.4,7.5,9.9,2.0,0.4,1.0,1.4,1.9,8.1
2020,Cory Joseph,PG,28,SAC,54,21,24.8,2.5,6.0,.409,0.7,2.2,.342,1.7,3.9,.447,.471,0.7,0.9,.813,0.6,2.1,2.6,3.4,0.7,0.3,1.1,1.9,6.4
2020,Mfiondu Kabengele,C,22,LAC,12,0,5.3,1.2,2.7,.438,0.8,1.7,.450,0.4,1.0,.417,.578,0.4,0.4,1.000,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5
2020,Frank Kaminsky,C,26,PHO,32,13,22.4,4.0,8.7,.455,1.2,3.5,.348,2.8,5.2,.527,.525,1.8,2.8,.670,0.9,4.0,4.9,2.2,0.4,0.3,1.0,2.2,11.0
2020,Enes Kanter,C,27,BOS,42,6,18.6,3.9,6.7,.586,0.0,0.2,.143,3.9,6.5,.597,.588,1.3,1.9,.700,2.9,5.3,8.2,1.0,0.4,0.8,1.1,1.9,9.2
2020,Luke Kennard,SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
2020,Stanton Kidd,SF,27,UTA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0
2020,Michael Kidd-Gilchrist,PF,26,CHO,12,0,13.3,1.5,4.4,.340,0.4,1.4,.294,1.1,3.0,.361,.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0
2020,Louis King,SF,20,DET,10,0,6.2,0.8,2.1,.381,0.4,1.1,.364,0.4,1.0,.400,.476,0.0,0.3,.000,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0
2020,Maxi Kleber,C,28,DAL,54,15,24.9,3.1,6.8,.458,1.6,4.2,.379,1.5,2.6,.586,.575,1.1,1.3,.897,1.6,3.6,5.2,1.0,0.3,1.1,0.7,2.2,8.9
2020,Brandon Knight,PG,28,TOT,17,0,14.9,1.7,5.3,.322,1.2,4.0,.294,0.5,1.3,.409,.433,0.2,0.8,.308,0.2,1.0,1.2,1.8,0.4,0.1,1.2,1.2,4.8
2020,Brandon Knight,PG,28,CLE,16,0,15.1,1.8,5.4,.326,1.2,4.0,.297,0.6,1.4,.409,.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9
2020,Brandon Knight,PG,28,DET,1,0,13.0,1.0,4.0,.250,1.0,4.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0
2020,Kevin Knox,SF,20,NYK,54,4,18.3,2.3,6.3,.368,1.1,3.2,.326,1.3,3.1,.413,.452,1.0,1.6,.651,0.4,2.5,2.9,0.9,0.4,0.4,0.6,1.6,6.8
2020,John Konchar,SG,23,MEM,6,0,5.7,0.5,0.8,.600,0.0,0.3,.000,0.5,0.5,1.000,.600,0.2,0.2,1.000,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.2,1.2
2020,Furkan Korkmaz,SG,22,PHI,54,12,21.3,3.5,7.9,.437,1.9,5.0,.392,1.5,3.0,.513,.560,0.7,1.0,.712,0.3,2.0,2.3,1.0,0.5,0.2,0.7,1.4,9.6
2020,Luke Kornet,C,24,CHI,35,13,15.5,2.3,5.2,.437,0.9,3.0,.286,1.4,2.2,.641,.519,0.6,0.8,.714,0.6,1.8,2.4,0.9,0.3,0.7,0.4,1.5,6.0
2020,Kyle Korver,SF,38,MIL,47,0,16.6,2.1,5.0,.418,1.6,4.0,.407,0.5,1.0,.458,.580,0.6,0.7,.839,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.4
2020,Rodions Kurucs,PF,21,BRK,32,4,13.3,1.8,3.6,.491,0.8,1.7,.463,1.0,1.9,.516,.599,0.4,0.7,.636,0.5,1.9,2.4,0.9,0.4,0.1,1.0,1.8,4.8
2020,Kyle Kuzma,PF,24,LAL,44,6,24.7,4.6,10.6,.437,1.5,4.4,.332,3.2,6.2,.511,.505,1.8,2.5,.743,0.9,3.5,4.4,1.3,0.4,0.4,1.6,1.8,12.6
2020,Skal Labissière,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8
2020,Jeremy Lamb,SG,27,IND,44,42,28.7,4.9,10.6,.460,1.2,3.5,.344,3.7,7.1,.518,.517,1.9,2.3,.842,0.5,3.9,4.4,2.1,1.2,0.5,1.1,2.3,12.9
2020,Romeo Langford,SG,20,BOS,18,1,10.2,1.1,2.2,.487,0.2,0.8,.267,0.8,1.3,.625,.538,0.7,0.9,.750,0.3,0.7,1.0,0.2,0.3,0.3,0.3,0.9,3.0
2020,Zach LaVine,SG,24,CHI,55,55,34.5,8.8,19.6,.448,3.1,7.9,.385,5.7,11.7,.491,.526,4.7,5.7,.824,0.7,4.1,4.8,4.1,1.4,0.5,3.3,2.1,25.3
2020,Vic Law,SF,24,ORL,3,0,1.3,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Jake Layman,PF,25,MIN,14,2,26.4,4.4,9.4,.462,1.4,3.9,.352,3.0,5.6,.538,.534,0.4,0.7,.600,0.9,2.1,2.9,0.8,0.9,0.7,1.3,2.2,10.5
2020,T.J. Leaf,PF,22,IND,22,1,8.2,1.3,3.0,.424,0.2,0.6,.357,1.0,2.4,.442,.462,0.3,0.5,.600,0.9,1.8,2.7,0.3,0.3,0.1,0.3,0.8,3.0
2020,Jalen Lecque,PG,19,PHO,4,0,6.5,1.0,2.5,.400,0.0,1.0,.000,1.0,1.5,.667,.400,0.5,0.5,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.5,2.5
2020,Courtney Lee,SG,34,DAL,14,4,10.1,1.6,2.8,.564,0.9,1.7,.542,0.6,1.1,.600,.731,0.0,0.0,,0.1,0.5,0.6,0.4,0.3,0.2,0.2,0.9,4.1
2020,Damion Lee,SG,27,GSW,39,26,27.9,4.1,9.9,.413,1.5,4.2,.356,2.6,5.7,.455,.488,2.3,2.6,.882,0.8,4.1,4.9,2.5,1.0,0.1,1.3,2.3,12.0
2020,Alex Len,C,26,ATL,40,9,18.6,3.6,6.5,.546,0.4,1.4,.250,3.2,5.1,.627,.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7
2020,Kawhi Leonard,SF,28,LAC,42,42,32.5,9.5,20.5,.463,2.1,5.7,.374,7.4,14.8,.497,.515,6.1,6.8,.895,1.0,6.5,7.5,5.3,1.8,0.7,3.0,1.9,27.2
2020,Meyers Leonard,C,27,MIA,49,49,20.1,2.4,4.6,.520,1.0,2.4,.429,1.3,2.1,.625,.635,0.3,0.5,.654,0.6,4.5,5.1,1.1,0.3,0.3,0.7,2.1,6.1
2020,Caris LeVert,SG,25,BRK,28,14,27.3,5.6,14.0,.404,1.5,3.9,.376,4.2,10.1,.415,.457,2.5,3.5,.707,0.9,2.7,3.6,3.6,0.9,0.2,2.6,1.8,15.3
2020,Damian Lillard,PG,29,POR,54,54,37.0,9.4,20.4,.460,3.9,10.0,.393,5.5,10.4,.524,.556,6.8,7.7,.889,0.5,3.8,4.4,7.9,1.0,0.3,2.9,1.7,29.5
2020,Nassir Little,PF,19,POR,39,5,12.7,1.4,3.3,.430,0.3,1.3,.255,1.1,2.0,.545,.480,0.7,1.0,.667,0.7,1.8,2.5,0.5,0.3,0.4,0.4,1.6,3.8
2020,Kevon Looney,C,23,GSW,15,3,11.7,1.2,3.4,.353,0.1,0.5,.143,1.1,2.9,.386,.363,0.4,0.6,.667,1.5,1.6,3.1,0.7,0.5,0.3,0.5,1.7,2.9
2020,Brook Lopez,C,31,MIL,52,51,26.8,3.9,9.2,.429,1.4,4.7,.298,2.5,4.5,.564,.504,1.4,1.7,.828,0.6,3.9,4.5,1.6,0.7,2.6,1.0,2.3,10.6
2020,Robin Lopez,C,31,MIL,50,2,13.7,2.2,4.3,.500,0.4,1.4,.282,1.8,2.9,.607,.546,0.5,0.9,.535,0.9,1.7,2.6,0.7,0.1,0.7,0.8,1.1,5.2
2020,Kevin Love,PF,31,CLE,46,46,31.3,6.0,13.0,.457,2.6,6.8,.380,3.4,6.2,.540,.556,3.2,3.7,.853,0.9,8.9,9.8,3.0,0.6,0.3,2.5,1.6,17.7
2020,Kyle Lowry,PG,33,TOR,43,43,36.5,6.0,14.2,.420,2.9,8.0,.357,3.1,6.2,.502,.520,4.8,5.6,.855,0.6,4.1,4.7,7.6,1.2,0.4,2.9,3.2,19.6
2020,Timothé Luwawu-Cabarrot,SG,24,BRK,28,0,15.1,1.6,4.0,.411,0.9,2.2,.393,0.8,1.8,.431,.518,1.1,1.4,.789,0.4,1.7,2.1,0.5,0.5,0.1,0.8,1.7,5.2
2020,Trey Lyles,PF,24,SAS,54,44,18.4,2.1,4.8,.434,0.8,2.4,.354,1.2,2.4,.511,.521,0.4,0.6,.688,1.2,4.5,5.6,1.0,0.3,0.4,0.6,1.5,5.4
2020,Daryl Macon,SG,24,MIA,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8
2020,J.P. Macura,SG,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Josh Magette,PG,30,ORL,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5
2020,Ian Mahinmi,C,33,WAS,33,30,22.0,2.9,5.8,.503,0.2,0.7,.208,2.8,5.1,.545,.516,1.9,3.1,.634,2.2,3.9,6.1,1.3,0.7,1.3,1.3,3.0,7.9
2020,Thon Maker,C,22,DET,52,11,12.7,1.5,3.0,.513,0.3,1.0,.333,1.2,2.0,.602,.568,1.3,2.0,.667,0.9,1.7,2.7,0.6,0.4,0.6,0.8,1.7,4.7
2020,Terance Mann,SG,23,LAC,34,6,7.9,0.6,1.6,.407,0.1,0.4,.250,0.6,1.2,.452,.435,0.3,0.4,.750,0.1,0.9,1.0,1.1,0.2,0.1,0.4,1.1,1.6
2020,Boban Marjanović,C,31,DAL,28,1,9.1,2.4,4.3,.545,0.1,0.3,.333,2.3,4.0,.563,.558,1.0,1.3,.730,1.3,2.8,4.0,0.4,0.1,0.2,0.7,1.4,5.8
2020,Lauri Markkanen,PF,22,CHI,46,46,30.3,5.1,12.0,.424,2.2,6.4,.344,2.9,5.6,.516,.515,2.7,3.2,.826,1.2,5.2,6.5,1.5,0.8,0.5,1.7,2.0,15.0
2020,Caleb Martin,SF,24,CHO,8,1,12.4,1.0,3.1,.320,0.3,1.0,.250,0.8,2.1,.353,.360,0.5,0.9,.571,0.3,1.4,1.6,0.6,0.4,0.3,0.5,1.6,2.8
2020,Cody Martin,SF,24,CHO,37,1,16.0,1.6,3.8,.433,0.4,1.5,.259,1.3,2.4,.540,.482,0.8,1.2,.667,0.8,2.1,2.8,1.4,0.7,0.2,0.7,1.5,4.5
2020,Jeremiah Martin,PG,23,BRK,2,0,5.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0
2020,Kelan Martin,SF,24,MIN,22,4,16.8,2.3,6.0,.382,0.8,3.1,.265,1.5,2.9,.508,.450,0.5,0.5,1.000,0.3,3.0,3.3,0.5,0.3,0.3,0.5,1.8,5.9
2020,Frank Mason,PG,25,MIL,4,0,4.5,0.3,1.8,.143,0.3,1.0,.250,0.0,0.8,.000,.214,0.5,1.0,.500,0.3,0.3,0.5,1.3,0.3,0.0,0.3,0.5,1.3
2020,Garrison Mathews,SG,23,WAS,16,0,12.6,1.4,3.1,.460,1.1,2.6,.429,0.3,0.5,.625,.640,1.8,2.0,.906,0.4,1.1,1.4,0.6,0.2,0.1,0.4,1.6,5.8
2020,Wesley Matthews,SG,33,MIL,51,51,24.6,2.5,6.3,.406,1.6,4.3,.371,0.9,1.9,.485,.534,0.8,1.0,.774,0.2,2.3,2.5,1.4,0.6,0.2,0.7,1.5,7.5
2020,Patrick McCaw,SF,24,TOR,31,11,24.1,1.9,4.4,.438,0.7,1.9,.362,1.3,2.5,.494,.515,0.4,0.5,.750,0.5,1.6,2.2,2.3,1.1,0.1,0.8,1.5,4.9
2020,CJ McCollum,SG,28,POR,52,52,35.7,8.5,19.0,.446,2.7,7.0,.383,5.8,11.9,.484,.517,1.7,2.2,.750,0.6,3.3,3.9,3.8,0.7,0.6,1.8,2.6,21.3
2020,T.J. McConnell,PG,27,IND,53,3,19.2,3.1,5.9,.524,0.1,0.2,.308,3.0,5.7,.533,.530,0.5,0.7,.829,0.5,2.2,2.7,5.2,0.7,0.2,1.4,1.1,6.8
2020,Jalen McDaniels,PF,22,CHO,5,0,13.0,2.0,3.2,.625,0.8,1.4,.571,1.2,1.8,.667,.750,0.6,0.6,1.000,0.4,2.0,2.4,0.2,0.6,0.0,0.0,1.0,5.4
2020,Doug McDermott,PF,28,IND,55,0,20.6,3.9,8.1,.485,1.9,4.4,.442,2.0,3.7,.537,.605,0.7,0.8,.800,0.4,2.2,2.6,1.1,0.1,0.1,0.6,1.7,10.4
2020,JaVale McGee,C,32,LAL,51,51,16.8,3.1,4.8,.644,0.1,0.1,.500,3.1,4.7,.647,.650,0.8,1.3,.642,1.9,3.9,5.8,0.6,0.5,1.6,0.8,2.4,7.1
2020,Rodney McGruder,SG,28,LAC,43,3,16.4,1.3,3.4,.384,0.5,1.7,.270,0.8,1.7,.500,.452,0.3,0.6,.500,0.6,2.3,2.8,0.7,0.5,0.2,0.4,1.5,3.4
2020,Alfonzo McKinnie,SF,27,CLE,37,1,14.4,1.7,4.1,.414,0.3,1.6,.203,1.4,2.5,.548,.454,0.5,0.8,.690,0.8,1.9,2.8,0.4,0.6,0.2,0.6,1.7,4.3
2020,Jordan McLaughlin,PG,23,MIN,19,1,19.1,2.6,5.8,.455,0.9,2.6,.340,1.7,3.2,.550,.532,0.5,0.8,.667,0.2,1.5,1.7,3.8,1.0,0.1,0.7,0.9,6.7
2020,Ben McLemore,SG,26,HOU,54,18,23.6,3.4,7.9,.436,2.5,6.6,.381,0.9,1.4,.699,.594,0.8,1.1,.759,0.3,1.9,2.2,0.9,0.6,0.2,0.8,2.0,10.2
2020,Jordan McRae,SG,28,TOT,31,4,21.9,4.4,10.4,.419,1.4,3.5,.382,3.0,6.8,.439,.484,2.2,2.8,.770,0.6,2.9,3.5,2.8,0.6,0.5,1.2,2.0,12.2
2020,Jordan McRae,SG,28,WAS,29,4,22.6,4.6,10.9,.420,1.4,3.7,.377,3.2,7.3,.441,.483,2.2,2.9,.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8
2020,Jordan McRae,SG,28,DEN,2,0,12.5,1.0,2.5,.400,1.0,2.0,.500,0.0,0.5,.000,.600,1.5,2.0,.750,0.5,2.0,2.5,2.0,0.5,0.5,0.0,1.0,4.5
2020,Nicolò Melli,C,29,NOP,43,6,15.8,2.1,4.8,.449,1.1,3.0,.374,1.0,1.7,.581,.568,0.7,0.9,.769,0.6,2.2,2.8,1.1,0.6,0.3,0.7,1.9,6.1
2020,De'Anthony Melton,PG,21,MEM,41,0,18.4,2.9,6.6,.439,0.5,1.9,.273,2.4,4.7,.505,.478,1.7,2.0,.831,0.7,3.0,3.6,3.0,1.3,0.3,1.5,1.8,8.0
2020,Chimezie Metu,PF,22,SAS,15,0,4.3,1.1,1.9,.552,0.0,0.0,,1.1,1.9,.552,.552,0.4,0.5,.750,0.6,0.9,1.5,0.3,0.1,0.3,0.2,0.2,2.5
2020,Khris Middleton,SF,28,MIL,47,44,29.6,7.4,14.9,.501,2.4,5.5,.438,5.0,9.3,.539,.583,3.1,3.5,.902,0.8,5.4,6.1,4.3,1.0,0.1,2.0,2.1,20.4
2020,Eric Mika,PF,25,SAC,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0
2020,C.J. Miles,SG,32,WAS,10,0,16.1,1.9,5.9,.322,1.1,3.5,.314,0.8,2.4,.333,.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4
2020,Malcolm Miller,SF,26,TOR,22,1,5.3,0.3,1.0,.333,0.2,0.7,.313,0.1,0.2,.400,.452,0.0,0.3,.167,0.0,0.6,0.6,0.4,0.2,0.1,0.1,0.5,0.9
2020,Patty Mills,PG,31,SAS,54,1,23.1,4.0,9.2,.435,2.4,6.2,.390,1.6,3.0,.524,.565,1.3,1.6,.826,0.3,1.3,1.6,1.9,0.8,0.1,0.9,1.4,11.7
2020,Paul Millsap,PF,34,DEN,35,32,24.4,4.2,8.8,.476,1.1,2.4,.440,3.1,6.4,.489,.536,2.7,3.1,.853,2.0,3.9,5.9,1.6,0.9,0.7,1.2,2.8,12.1
2020,Shake Milton,SG,23,PHI,22,8,14.9,2.2,5.1,.429,0.9,2.6,.333,1.3,2.5,.527,.513,1.0,1.4,.767,0.3,1.8,2.0,1.5,0.4,0.0,1.0,1.9,6.3
2020,Donovan Mitchell,SG,23,UTA,53,53,34.4,9.0,19.7,.457,2.4,6.7,.363,6.6,13.0,.505,.519,3.9,4.5,.861,0.7,3.6,4.3,4.3,1.1,0.2,2.7,2.4,24.3
2020,Naz Mitrou-Long,SG,26,IND,3,0,14.3,2.0,5.3,.375,0.7,3.7,.182,1.3,1.7,.800,.438,0.0,0.0,,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7
2020,Adam Mokoka,SG,21,CHI,6,0,3.7,1.0,2.5,.400,0.5,1.2,.429,0.5,1.3,.375,.500,0.0,0.3,.000,0.7,0.0,0.7,0.0,0.2,0.0,0.0,0.2,2.5
2020,Malik Monk,SG,21,CHO,52,0,20.9,3.8,8.6,.438,1.0,3.6,.285,2.8,5.0,.548,.498,1.4,1.7,.816,0.5,2.3,2.8,2.0,0.5,0.3,1.4,1.3,9.9
2020,Matt Mooney,SG,22,CLE,2,0,2.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0
2020,E'Twaun Moore,SG,30,NOP,42,5,20.0,3.8,8.9,.428,1.3,3.5,.374,2.5,5.4,.463,.501,0.6,0.9,.641,0.6,2.0,2.6,1.5,0.5,0.2,0.7,1.5,9.5
2020,Ja Morant,PG,20,MEM,48,48,29.9,6.7,13.6,.493,0.8,2.2,.358,5.9,11.4,.519,.522,3.5,4.4,.783,0.7,2.9,3.5,7.1,1.0,0.3,3.2,1.6,17.6
2020,Juwan Morgan,PF,22,UTA,13,0,4.1,0.5,1.0,.538,0.1,0.3,.250,0.5,0.7,.667,.577,0.0,0.0,,0.4,0.7,1.1,0.1,0.0,0.1,0.2,0.5,1.2
2020,Marcus Morris,SF-PF,30,TOT,46,46,32.3,6.4,14.5,.442,2.6,6.1,.432,3.8,8.4,.448,.532,3.5,4.3,.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.0
2020,Marcus Morris,SF,30,NYK,43,43,32.3,6.5,14.8,.442,2.7,6.1,.439,3.8,8.7,.444,.533,3.8,4.6,.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6
2020,Marcus Morris,PF,30,LAC,3,3,33.0,4.7,10.7,.438,1.7,5.3,.313,3.0,5.3,.563,.516,0.0,0.0,,0.7,5.0,5.7,1.7,1.0,1.0,1.3,3.3,11.0
2020,Markieff Morris,PF,30,DET,44,16,22.5,4.0,8.8,.450,1.7,4.3,.397,2.3,4.5,.500,.546,1.4,1.8,.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0
2020,Monte Morris,PG,24,DEN,55,8,21.1,3.4,7.5,.459,0.9,2.1,.402,2.6,5.3,.481,.516,0.8,1.0,.800,0.3,1.4,1.8,3.6,0.7,0.2,0.7,0.9,8.5
2020,Johnathan Motley,PF,24,LAC,13,0,3.2,0.8,1.2,.733,0.1,0.1,1.000,0.8,1.1,.714,.767,0.4,0.5,.714,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2
2020,Emmanuel Mudiay,PG,23,UTA,45,1,16.1,2.8,6.1,.467,0.6,1.6,.361,2.3,4.5,.505,.515,1.0,1.4,.726,0.4,2.1,2.4,2.3,0.4,0.2,1.4,1.3,7.3
2020,Dejounte Murray,PG,23,SAS,50,42,24.6,4.2,8.7,.485,0.6,1.5,.378,3.7,7.2,.507,.517,1.4,1.7,.791,1.2,4.6,5.8,4.0,1.6,0.3,1.9,2.2,10.4
2020,Jamal Murray,PG,22,DEN,45,45,32.3,7.0,15.5,.454,1.8,5.3,.345,5.2,10.2,.511,.513,3.0,3.4,.894,0.8,3.2,3.9,4.8,1.2,0.3,2.2,1.8,18.9
2020,Džanan Musa,SF,20,BRK,35,0,11.5,1.4,4.0,.360,0.4,1.9,.231,1.0,2.1,.473,.414,0.9,1.3,.750,0.5,1.5,2.0,0.9,0.4,0.0,0.8,0.7,4.2
2020,Mike Muscala,C,28,OKC,37,0,12.5,1.6,4.0,.401,1.1,3.0,.357,0.5,0.9,.543,.537,0.5,0.6,.818,0.3,2.1,2.4,0.8,0.2,0.3,0.4,1.2,4.8
2020,Sviatoslav Mykhailiuk,SF,22,DET,47,18,22.1,2.9,6.8,.431,2.0,4.8,.422,0.9,2.0,.452,.580,1.0,1.2,.860,0.3,1.4,1.7,1.6,0.6,0.1,1.0,1.5,8.9
2020,Abdel Nader,SF,26,OKC,39,5,15.1,2.0,4.4,.459,0.7,2.2,.341,1.3,2.2,.575,.544,0.9,1.2,.783,0.3,1.3,1.6,0.6,0.4,0.3,0.8,1.3,5.7
2020,Larry Nance,C,27,CLE,45,7,25.1,3.8,7.2,.528,1.0,2.9,.349,2.8,4.4,.645,.597,0.8,1.2,.679,1.8,5.5,7.3,2.0,0.8,0.5,1.0,1.6,9.5
2020,Shabazz Napier,PG,28,TOT,40,22,23.4,3.2,7.8,.406,1.4,4.4,.309,1.8,3.4,.533,.494,2.0,2.5,.827,0.5,2.5,3.0,5.1,1.1,0.2,2.1,1.7,9.7
2020,Shabazz Napier,PG,28,MIN,36,22,23.8,3.2,7.9,.403,1.3,4.4,.296,1.9,3.4,.540,.486,2.0,2.4,.818,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6
2020,Shabazz Napier,PG,28,WAS,4,0,19.5,3.0,6.8,.444,1.8,4.0,.438,1.3,2.8,.455,.574,2.3,2.5,.900,0.8,1.8,2.5,3.8,1.0,0.3,2.3,1.5,10.0
2020,Raul Neto,PG,27,PHI,44,2,10.9,1.5,3.5,.438,0.5,1.4,.381,1.0,2.0,.478,.516,0.3,0.4,.778,0.3,0.8,1.1,1.5,0.5,0.1,0.8,0.8,3.9
2020,Malik Newman,SG,22,CLE,1,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2020,Georges Niang,PF,26,UTA,48,0,13.6,2.1,4.5,.459,1.3,3.1,.416,0.8,1.4,.551,.601,0.4,0.5,.864,0.2,1.6,1.8,0.7,0.3,0.1,0.5,1.2,5.9
2020,Nerlens Noel,C,25,OKC,46,6,18.7,3.2,4.7,.673,0.0,0.1,.333,3.2,4.7,.678,.675,1.5,1.9,.791,1.6,3.5,5.2,1.1,1.0,1.5,1.0,2.5,7.8
2020,Zach Norvell,SG,22,TOT,5,0,8.2,0.6,2.4,.250,0.6,1.6,.375,0.0,0.8,.000,.375,0.2,0.2,1.000,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0
